id,usuario_id,produto_id,compra_id,pontuacao,comentario,data
3832,92,28,1822,3,Atendeu às expectativas,2025-03-26
3833,92,24,1822,4,Boa relação custo-benefício,2025-03-17
3834,92,15,1822,2,Abaixo do esperado,2025-03-14
3835,92,1,1822,4,Fresco e saboroso,2025-03-23
3836,92,26,1823,5,Superou expectativas,2024-11-30
3837,92,10,1823,3,Qualidade média,2024-12-02
3838,92,21,1823,1,Produto de baixa qualidade,2024-11-27
3839,92,31,1823,4,Recomendo,2024-12-05
3840,92,1,1823,5,Superou expectativas,2024-11-27
3841,92,23,1824,4,Recomendo,2024-10-12
3842,92,22,1824,5,Muito fresco,2024-10-07
3843,92,15,1824,5,Superou expectativas,2024-10-15
3844,92,20,1825,4,Bom produto,2025-02-28
3845,92,16,1825,1,Chegou estragado,2025-03-01
3846,92,15,1826,3,Qualidade média,2024-09-11
3847,92,32,1827,2,Poderia ser melhor,2025-05-10
3848,92,9,1829,4,Bom produto,2024-11-11
3849,92,27,1830,5,Excelente produto,2025-02-17
3850,92,31,1831,2,Abaixo do esperado,2024-08-30
3851,92,5,1831,5,Excelente produto,2024-08-27
3852,92,16,1833,1,Não recomendo,2024-06-10
3853,92,18,1834,5,Voltarei a comprar,2025-05-17
3854,92,24,1835,1,Péssima experiência,2025-01-06
3855,92,25,1835,5,Excelente produto,2024-12-31
3856,92,29,1835,3,Aceitável,2025-01-04
3857,92,27,1836,3,Qualidade média,2024-11-13
3858,92,8,1836,2,Abaixo do esperado,2024-11-20
3859,92,3,1836,5,Excelente produto,2024-11-14
3860,92,18,1837,2,Preço alto para a qualidade,2024-08-06
3861,92,17,1837,1,Péssima experiência,2024-08-12
3862,92,23,1837,5,Excelente produto,2024-08-17
3863,92,23,1838,5,Voltarei a comprar,2025-01-26
3864,92,22,1838,1,Não recomendo,2025-01-30
3865,92,21,1838,2,Abaixo do esperado,2025-02-05
3866,92,7,1838,5,Excelente produto,2025-01-29
3867,92,15,1840,5,Muito fresco,2024-06-15
3868,92,20,1840,1,Produto de baixa qualidade,2024-06-12
3869,92,30,1840,3,Atendeu às expectativas,2024-06-08
3870,93,16,1842,4,Boa relação custo-benefício,2024-07-29
3871,93,35,1842,5,Voltarei a comprar,2024-08-11
3872,93,26,1843,3,Produto razoável,2024-06-14
3873,93,12,1843,1,Não recomendo,2024-06-18
3874,93,2,1843,2,Abaixo do esperado,2024-06-12
3875,93,9,1843,1,Péssima experiência,2024-06-18
3876,93,21,1844,4,Bom produto,2024-08-10
3877,93,5,1844,1,Chegou estragado,2024-08-15
3878,93,6,1846,5,Muito fresco,2025-04-13
3879,93,9,1847,1,Produto de baixa qualidade,2024-10-27
3880,93,33,1847,4,Bom produto,2024-10-25
3881,93,7,1847,1,Produto de baixa qualidade,2024-10-27
3882,93,20,1847,5,Muito fresco,2024-10-25
3883,93,17,1848,2,Não muito fresco,2024-12-18
3884,93,1,1848,1,Produto de baixa qualidade,2024-12-20
3885,93,33,1848,2,Preço alto para a qualidade,2024-12-25
3886,93,25,1848,2,Preço alto para a qualidade,2024-12-24
3887,93,12,1848,5,Voltarei a comprar,2024-12-24
3888,93,23,1849,4,Bom produto,2024-11-15
3889,93,30,1851,3,Aceitável,2024-11-21
3890,93,6,1851,4,Recomendo,2024-11-17
3891,93,24,1851,2,Poderia ser melhor,2024-11-22
3892,93,32,1852,4,Fresco e saboroso,2024-12-14
3893,93,33,1853,3,Aceitável,2025-01-19
3894,93,2,1853,2,Abaixo do esperado,2025-01-26
3895,93,30,1853,4,Fresco e saboroso,2025-01-24
3896,93,3,1854,1,Não recomendo,2025-03-07
3897,93,28,1854,3,Atendeu às expectativas,2025-03-01
3898,93,20,1855,4,Boa relação custo-benefício,2024-06-06
3899,93,18,1855,1,Não recomendo,2024-06-11
3900,93,23,1855,5,Superou expectativas,2024-06-17
3901,93,17,1856,3,Aceitável,2024-09-13
3902,93,12,1856,2,Abaixo do esperado,2024-09-04
3903,93,14,1856,2,Poderia ser melhor,2024-09-06
3904,93,24,1856,3,Atendeu às expectativas,2024-09-01
3905,93,12,1857,2,Não muito fresco,2024-12-30
3906,93,11,1857,5,Voltarei a comprar,2024-12-22
3907,93,9,1857,1,Chegou estragado,2024-12-25
3908,93,26,1858,2,Abaixo do esperado,2025-02-22
3909,93,11,1858,3,Atendeu às expectativas,2025-03-03
3910,93,1,1858,1,Péssima experiência,2025-02-24
3911,93,17,1858,2,Preço alto para a qualidade,2025-02-25
3912,93,31,1859,4,Boa relação custo-benefício,2024-10-16
3913,93,14,1859,5,Voltarei a comprar,2024-10-13
3914,93,6,1859,4,Recomendo,2024-10-11
3915,93,21,1860,1,Não recomendo,2024-07-19
3916,93,11,1860,2,Preço alto para a qualidade,2024-07-08
3917,93,13,1860,3,Atendeu às expectativas,2024-07-12
3918,94,13,1861,3,Produto razoável,2024-07-07
3919,94,16,1863,4,Bom produto,2025-04-27
3920,94,22,1863,3,Qualidade média,2025-04-26
3921,94,30,1864,4,Bom produto,2024-10-30
3922,94,15,1866,2,Abaixo do esperado,2024-09-23
3923,94,29,1868,2,Preço alto para a qualidade,2024-06-08
3924,94,2,1868,1,Produto de baixa qualidade,2024-06-17
3925,94,5,1868,1,Péssima experiência,2024-06-04
3926,94,33,1868,1,Produto de baixa qualidade,2024-06-16
3927,94,4,1868,4,Fresco e saboroso,2024-06-07
3928,94,23,1869,2,Preço alto para a qualidade,2024-06-16
3929,94,7,1870,4,Bom produto,2024-09-02
3930,94,32,1870,4,Boa relação custo-benefício,2024-09-07
3931,94,19,1871,1,Péssima experiência,2024-06-08
3932,94,26,1871,2,Não muito fresco,2024-05-30
3933,94,4,1871,5,Excelente produto,2024-06-08
3934,94,11,1871,5,Superou expectativas,2024-06-02
3935,94,34,1873,2,Abaixo do esperado,2024-08-29
3936,94,4,1873,2,Preço alto para a qualidade,2024-09-07
3937,94,31,1873,5,Voltarei a comprar,2024-09-10
3938,94,1,1874,4,Fresco e saboroso,2025-04-25
3939,94,17,1874,5,Muito fresco,2025-04-26
3940,94,30,1874,5,Excelente produto,2025-05-03
3941,94,7,1874,5,Muito fresco,2025-04-23
3942,94,25,1876,5,Excelente produto,2024-12-25
3943,94,17,1876,5,Excelente produto,2024-12-26
3944,94,7,1878,3,Atendeu às expectativas,2024-09-30
3945,94,9,1878,3,Atendeu às expectativas,2024-09-28
3946,94,31,1878,1,Não recomendo,2024-09-28
3947,94,8,1879,4,Fresco e saboroso,2024-07-13
3948,94,30,1879,3,Qualidade média,2024-07-10
3949,94,10,1880,5,Muito fresco,2025-05-18
3950,94,2,1880,5,Superou expectativas,2025-05-15
3951,95,2,1881,4,Recomendo,2024-09-06
3952,95,17,1882,5,Excelente produto,2025-01-13
3953,95,12,1882,5,Superou expectativas,2025-01-12
3954,95,32,1882,3,Qualidade média,2025-01-14
3955,95,15,1882,1,Péssima experiência,2025-01-10
3956,95,29,1883,5,Excelente produto,2024-12-28
3957,95,3,1883,4,Boa relação custo-benefício,2024-12-18
3958,95,31,1883,4,Fresco e saboroso,2024-12-22
3959,95,25,1883,2,Abaixo do esperado,2024-12-19
3960,95,15,1884,3,Produto razoável,2024-09-11
3961,95,30,1884,3,Produto razoável,2024-09-05
3962,95,16,1884,5,Excelente produto,2024-08-31
3963,95,25,1885,4,Recomendo,2025-02-09
3964,95,28,1886,5,Voltarei a comprar,2024-10-17
3965,95,12,1886,2,Abaixo do esperado,2024-10-16
3966,95,32,1886,2,Abaixo do esperado,2024-10-22
3967,95,14,1887,5,Muito fresco,2025-03-26
3968,95,33,1888,1,Produto de baixa qualidade,2024-10-15
3969,95,16,1888,4,Bom produto,2024-10-16
3970,95,24,1889,2,Abaixo do esperado,2024-07-26
3971,95,10,1889,3,Atendeu às expectativas,2024-07-16
3972,95,30,1889,5,Voltarei a comprar,2024-07-15
3973,95,17,1890,3,Aceitável,2025-03-28
3974,95,24,1890,3,Qualidade média,2025-03-28
3975,95,28,1890,5,Superou expectativas,2025-03-27
3976,95,9,1891,1,Não recomendo,2025-04-22
3977,95,17,1893,4,Recomendo,2025-02-11
3978,95,4,1894,3,Atendeu às expectativas,2025-03-26
3979,95,27,1894,5,Muito fresco,2025-04-05
3980,95,9,1894,3,Qualidade média,2025-04-02
3981,95,22,1895,5,Superou expectativas,2025-03-06
3982,95,34,1895,4,Recomendo,2025-03-01
3983,95,35,1895,1,Chegou estragado,2025-02-25
3984,95,24,1895,5,Superou expectativas,2025-02-25
3985,95,12,1896,3,Produto razoável,2024-11-05
3986,95,14,1897,2,Não muito fresco,2024-12-16
3987,95,7,1897,5,Superou expectativas,2024-12-15
3988,95,20,1897,4,Recomendo,2024-12-26
3989,95,14,1898,5,Superou expectativas,2024-08-27
3990,95,16,1898,2,Poderia ser melhor,2024-08-25
3991,95,25,1898,5,Superou expectativas,2024-09-02
3992,95,20,1899,4,Boa relação custo-benefício,2024-06-12
3993,95,19,1899,4,Bom produto,2024-06-13
3994,95,1,1899,1,Chegou estragado,2024-06-08
3995,95,29,1900,2,Preço alto para a qualidade,2024-06-26
3996,96,27,1902,1,Não recomendo,2024-07-17
3997,96,33,1902,2,Poderia ser melhor,2024-07-17
3998,96,6,1902,4,Bom produto,2024-07-09
3999,96,5,1902,2,Preço alto para a qualidade,2024-07-14
4000,96,35,1904,1,Chegou estragado,2024-08-19
4001,96,25,1904,1,Péssima experiência,2024-08-15
4002,96,29,1904,2,Preço alto para a qualidade,2024-08-15
4003,96,8,1904,5,Muito fresco,2024-08-20
4004,96,23,1905,4,Recomendo,2024-06-07
4005,96,30,1906,4,Recomendo,2024-10-20
4006,96,13,1908,5,Muito fresco,2025-01-03
4007,96,8,1908,4,Fresco e saboroso,2024-12-25
4008,96,27,1909,3,Produto razoável,2024-09-11
4009,96,23,1910,4,Fresco e saboroso,2025-01-25
4010,96,8,1910,1,Péssima experiência,2025-01-24
4011,96,7,1911,5,Excelente produto,2024-10-05
4012,96,26,1912,3,Produto razoável,2024-07-15
4013,96,31,1912,1,Produto de baixa qualidade,2024-07-09
4014,96,20,1912,5,Superou expectativas,2024-07-11
4015,96,2,1913,2,Não muito fresco,2024-10-28
4016,96,32,1913,3,Qualidade média,2024-11-04
4017,96,5,1914,3,Aceitável,2024-07-10
4018,96,10,1915,5,Superou expectativas,2025-02-15
4019,96,9,1916,4,Boa relação custo-benefício,2024-10-28
4020,96,16,1916,3,Aceitável,2024-10-25
4021,96,35,1917,3,Produto razoável,2024-09-17
4022,96,29,1917,5,Muito fresco,2024-09-06
4023,96,28,1918,4,Fresco e saboroso,2025-02-13
4024,96,10,1919,3,Produto razoável,2024-07-17
4025,97,17,1921,4,Fresco e saboroso,2025-03-07
4026,97,28,1921,4,Bom produto,2025-03-07
4027,97,1,1921,5,Muito fresco,2025-03-04
4028,97,2,1921,1,Péssima experiência,2025-03-04
4029,97,20,1922,3,Aceitável,2024-07-16
4030,97,27,1922,4,Recomendo,2024-07-15
4031,97,19,1922,3,Produto razoável,2024-07-15
4032,97,10,1922,1,Chegou estragado,2024-07-13
4033,97,30,1923,2,Preço alto para a qualidade,2025-04-04
4034,97,13,1923,2,Abaixo do esperado,2025-04-15
4035,97,11,1923,3,Qualidade média,2025-04-12
4036,97,21,1923,5,Voltarei a comprar,2025-04-11
4037,97,8,1923,3,Aceitável,2025-04-07
4038,97,34,1924,2,Preço alto para a qualidade,2024-06-14
4039,97,27,1924,5,Superou expectativas,2024-06-20
4040,97,9,1924,4,Boa relação custo-benefício,2024-06-20
4041,97,26,1924,4,Boa relação custo-benefício,2024-06-14
4042,97,13,1926,4,Fresco e saboroso,2024-09-11
4043,97,5,1927,5,Voltarei a comprar,2024-06-15
4044,97,17,1927,3,Aceitável,2024-06-13
4045,97,6,1927,5,Voltarei a comprar,2024-06-08
4046,97,18,1927,2,Preço alto para a qualidade,2024-06-15
4047,97,12,1928,3,Produto razoável,2024-06-19
4048,97,15,1928,2,Poderia ser melhor,2024-06-18
4049,97,3,1929,5,Voltarei a comprar,2025-05-22
4050,97,29,1931,2,Abaixo do esperado,2024-06-15
4051,97,35,1931,5,Excelente produto,2024-06-14
4052,97,26,1931,5,Superou expectativas,2024-06-24
4053,97,13,1932,5,Superou expectativas,2025-04-17
4054,97,3,1932,2,Preço alto para a qualidade,2025-04-16
4055,97,5,1933,1,Péssima experiência,2025-01-31
4056,97,19,1934,5,Superou expectativas,2025-04-11
4057,97,2,1934,5,Superou expectativas,2025-04-16
4058,97,29,1936,5,Excelente produto,2024-11-08
4059,97,35,1936,5,Voltarei a comprar,2024-11-03
4060,97,4,1936,5,Superou expectativas,2024-11-04
4061,97,24,1937,4,Recomendo,2025-04-16
4062,97,34,1938,5,Muito fresco,2024-12-11
4063,97,7,1940,1,Péssima experiência,2025-05-12
4064,98,34,1941,1,Péssima experiência,2024-08-01
4065,98,24,1941,3,Atendeu às expectativas,2024-08-03
4066,98,7,1941,5,Excelente produto,2024-07-29
4067,98,13,1941,3,Atendeu às expectativas,2024-08-03
4068,98,2,1942,4,Bom produto,2024-07-17
4069,98,18,1942,5,Superou expectativas,2024-07-14
4070,98,20,1942,2,Abaixo do esperado,2024-07-18
4071,98,26,1942,5,Excelente produto,2024-07-22
4072,98,29,1942,1,Péssima experiência,2024-07-27
4073,98,30,1943,5,Voltarei a comprar,2024-12-21
4074,98,22,1943,3,Qualidade média,2024-12-29
4075,98,8,1944,1,Péssima experiência,2024-11-24
4076,98,1,1944,5,Superou expectativas,2024-11-19
4077,98,15,1944,3,Produto razoável,2024-11-18
4078,98,34,1944,1,Péssima experiência,2024-11-19
4079,98,24,1945,4,Bom produto,2025-05-22
4080,98,17,1945,4,Boa relação custo-benefício,2025-05-20
4081,98,5,1945,1,Produto de baixa qualidade,2025-05-21
4082,98,10,1945,4,Bom produto,2025-05-14
4083,98,16,1945,3,Atendeu às expectativas,2025-05-25
4084,98,27,1946,5,Voltarei a comprar,2024-10-23
4085,98,18,1946,3,Qualidade média,2024-10-20
4086,98,16,1947,3,Qualidade média,2024-05-31
4087,98,15,1947,2,Preço alto para a qualidade,2024-06-05
4088,98,25,1947,1,Não recomendo,2024-06-09
4089,98,34,1948,5,Muito fresco,2024-12-02
4090,98,4,1948,1,Não recomendo,2024-12-06
4091,98,8,1948,4,Bom produto,2024-12-10
4092,98,3,1948,3,Atendeu às expectativas,2024-12-12
4093,98,18,1949,3,Produto razoável,2024-11-18
4094,98,33,1949,4,Fresco e saboroso,2024-11-09
4095,98,7,1949,5,Voltarei a comprar,2024-11-07
4096,98,28,1950,4,Fresco e saboroso,2025-05-13
4097,98,19,1951,5,Voltarei a comprar,2024-08-24
4098,98,12,1951,3,Aceitável,2024-08-16
4099,98,1,1951,2,Preço alto para a qualidade,2024-08-14
4100,98,3,1951,4,Boa relação custo-benefício,2024-08-17
4101,98,9,1952,5,Muito fresco,2025-03-28
4102,98,12,1952,2,Poderia ser melhor,2025-03-30
4103,98,10,1953,2,Poderia ser melhor,2024-09-06
4104,98,29,1953,1,Péssima experiência,2024-09-02
4105,98,3,1954,5,Voltarei a comprar,2024-12-24
4106,98,29,1954,4,Recomendo,2024-12-22
4107,98,35,1954,5,Superou expectativas,2024-12-28
4108,98,14,1954,5,Voltarei a comprar,2024-12-29
4109,98,18,1955,4,Recomendo,2025-02-22
4110,98,2,1955,4,Bom produto,2025-02-27
4111,98,3,1955,3,Atendeu às expectativas,2025-02-18
4112,98,30,1955,3,Atendeu às expectativas,2025-02-28
4113,98,6,1955,5,Superou expectativas,2025-02-18
4114,98,29,1956,4,Bom produto,2024-07-12
4115,98,4,1956,3,Qualidade média,2024-07-11
4116,98,31,1956,4,Boa relação custo-benefício,2024-07-20
4117,98,33,1956,1,Chegou estragado,2024-07-19
4118,98,35,1958,1,Não recomendo,2024-07-04
4119,98,27,1958,4,Fresco e saboroso,2024-07-12
4120,98,12,1958,5,Voltarei a comprar,2024-07-13
4121,98,31,1958,5,Voltarei a comprar,2024-07-12
4122,98,20,1958,5,Superou expectativas,2024-07-16
4123,98,4,1959,2,Abaixo do esperado,2024-11-06
4124,98,18,1960,2,Abaixo do esperado,2024-09-11
4125,98,12,1960,4,Boa relação custo-benefício,2024-09-05
4126,98,6,1960,1,Chegou estragado,2024-09-10
4127,98,27,1960,4,Recomendo,2024-09-07
4128,99,15,1961,4,Recomendo,2025-03-16
4129,99,19,1961,3,Atendeu às expectativas,2025-03-13
4130,99,7,1962,2,Não muito fresco,2025-01-18
4131,99,2,1963,3,Produto razoável,2024-08-25
4132,99,15,1963,4,Fresco e saboroso,2024-08-26
4133,99,33,1963,3,Produto razoável,2024-08-16
4134,99,1,1964,4,Bom produto,2025-02-03
4135,99,33,1964,4,Recomendo,2025-02-05
4136,99,32,1966,5,Excelente produto,2024-06-29
4137,99,34,1966,5,Excelente produto,2024-07-03
4138,99,28,1966,4,Recomendo,2024-07-06
4139,99,32,1967,3,Qualidade média,2025-01-22
4140,99,24,1967,3,Qualidade média,2025-01-25
4141,99,3,1968,5,Voltarei a comprar,2025-01-14
4142,99,21,1968,1,Péssima experiência,2025-01-04
4143,99,8,1969,5,Voltarei a comprar,2024-11-20
4144,99,34,1969,5,Muito fresco,2024-11-19
4145,99,4,1969,2,Não muito fresco,2024-11-19
4146,99,7,1969,4,Fresco e saboroso,2024-11-13
4147,99,10,1971,3,Produto razoável,2024-11-30
4148,99,6,1971,5,Muito fresco,2024-12-08
4149,99,31,1972,5,Voltarei a comprar,2024-12-17
4150,99,9,1972,4,Bom produto,2024-12-21
4151,99,32,1972,5,Excelente produto,2024-12-14
4152,99,30,1972,2,Abaixo do esperado,2024-12-18
4153,99,31,1974,1,Péssima experiência,2024-09-04
4154,99,1,1974,1,Chegou estragado,2024-08-29
4155,99,23,1975,2,Abaixo do esperado,2025-03-11
4156,99,7,1975,3,Produto razoável,2025-03-12
4157,99,25,1975,4,Recomendo,2025-03-18
4158,99,2,1976,2,Preço alto para a qualidade,2024-11-19
4159,99,35,1977,2,Preço alto para a qualidade,2024-10-17
4160,99,19,1977,5,Voltarei a comprar,2024-10-20
4161,99,22,1978,1,Chegou estragado,2025-04-08
4162,99,12,1979,2,Preço alto para a qualidade,2024-07-17
4163,99,30,1979,4,Fresco e saboroso,2024-07-08
4164,99,27,1980,4,Recomendo,2024-07-03
4165,99,19,1980,5,Voltarei a comprar,2024-06-22
4166,99,15,1980,2,Abaixo do esperado,2024-06-28
4167,99,1,1980,4,Boa relação custo-benefício,2024-06-30
4168,99,24,1980,4,Fresco e saboroso,2024-06-25
4169,100,28,1981,2,Poderia ser melhor,2025-05-28
4170,100,24,1981,1,Chegou estragado,2025-06-01
4171,100,13,1981,5,Muito fresco,2025-05-21
4172,100,9,1982,4,Boa relação custo-benefício,2025-03-31
4173,100,24,1983,5,Voltarei a comprar,2024-12-27
4174,100,34,1984,1,Chegou estragado,2024-09-29
4175,100,21,1984,4,Boa relação custo-benefício,2024-09-28
4176,100,10,1986,1,Péssima experiência,2025-01-01
4177,100,18,1986,4,Recomendo,2024-12-25
4178,100,32,1986,3,Produto razoável,2024-12-19
4179,100,34,1986,1,Péssima experiência,2024-12-27
4180,100,9,1986,5,Excelente produto,2024-12-19
4181,100,18,1987,1,Não recomendo,2024-09-24
4182,100,28,1988,3,Atendeu às expectativas,2024-09-28
4183,100,24,1989,2,Preço alto para a qualidade,2025-04-06
4184,100,15,1990,3,Atendeu às expectativas,2025-03-24
4185,100,7,1990,2,Preço alto para a qualidade,2025-03-28
4186,100,12,1991,4,Bom produto,2024-06-30
4187,100,7,1992,4,Fresco e saboroso,2025-02-02
4188,100,2,1992,3,Atendeu às expectativas,2025-01-24
4189,100,15,1993,5,Muito fresco,2024-11-15
4190,100,4,1994,1,Produto de baixa qualidade,2024-11-13
4191,100,31,1994,5,Voltarei a comprar,2024-11-13
4192,100,12,1994,5,Superou expectativas,2024-11-17
4193,100,5,1995,2,Poderia ser melhor,2024-10-25
4194,100,23,1995,3,Atendeu às expectativas,2024-10-29
4195,100,34,1996,3,Aceitável,2025-02-04
4196,100,5,1997,4,Bom produto,2024-06-15
4197,100,35,1997,1,Péssima experiência,2024-06-09
4198,100,21,1998,2,Preço alto para a qualidade,2024-11-05
4199,100,5,1999,1,Chegou estragado,2024-06-10
4200,100,11,1999,1,Chegou estragado,2024-06-05
4201,100,26,1999,4,Recomendo,2024-06-06
4202,100,6,2000,3,Aceitável,2024-12-31
4203,101,35,2001,2,Poderia ser melhor,2024-11-30
4204,101,25,2002,2,Não muito fresco,2024-10-08
4205,101,29,2002,3,Produto razoável,2024-10-14
4206,101,34,2003,3,Aceitável,2024-10-11
4207,101,9,2003,4,Bom produto,2024-10-15
4208,101,25,2003,1,Péssima experiência,2024-10-21
4209,101,8,2004,5,Voltarei a comprar,2024-10-31
4210,101,35,2004,4,Fresco e saboroso,2024-10-31
4211,101,15,2005,4,Bom produto,2025-01-18
4212,101,5,2005,4,Bom produto,2025-01-31
4213,101,22,2006,1,Não recomendo,2024-10-10
4214,101,13,2006,5,Superou expectativas,2024-10-15
4215,101,24,2006,3,Atendeu às expectativas,2024-10-23
4216,101,9,2006,4,Fresco e saboroso,2024-10-19
4217,101,12,2007,2,Não muito fresco,2024-06-25
4218,101,28,2007,4,Boa relação custo-benefício,2024-06-19
4219,101,6,2007,5,Muito fresco,2024-06-30
4220,101,1,2008,5,Superou expectativas,2025-01-10
4221,101,19,2009,2,Poderia ser melhor,2025-04-28
4222,101,15,2009,3,Produto razoável,2025-04-27
4223,101,1,2009,2,Não muito fresco,2025-04-29
4224,101,7,2010,4,Recomendo,2024-08-10
4225,101,18,2010,5,Muito fresco,2024-08-16
4226,101,5,2012,3,Aceitável,2024-08-07
4227,101,14,2012,5,Excelente produto,2024-08-09
4228,101,22,2013,5,Superou expectativas,2025-03-06
4229,101,31,2014,4,Recomendo,2025-05-19
4230,101,19,2014,4,Recomendo,2025-05-14
4231,101,33,2015,5,Voltarei a comprar,2024-07-16
4232,101,14,2015,4,Bom produto,2024-07-09
4233,101,15,2016,1,Péssima experiência,2024-06-03
4234,101,7,2016,3,Atendeu às expectativas,2024-06-03
4235,101,34,2016,1,Péssima experiência,2024-05-30
4236,101,9,2017,3,Produto razoável,2024-07-01
4237,101,15,2017,5,Muito fresco,2024-07-07
4238,101,4,2017,5,Superou expectativas,2024-06-30
4239,101,22,2018,1,Não recomendo,2025-03-17
4240,101,1,2019,5,Voltarei a comprar,2024-09-07
4241,101,17,2019,4,Boa relação custo-benefício,2024-09-09
4242,101,3,2020,5,Voltarei a comprar,2024-09-14
4243,102,13,2021,5,Excelente produto,2024-07-17
4244,102,34,2021,3,Qualidade média,2024-07-15
4245,102,10,2021,5,Superou expectativas,2024-07-10
4246,102,35,2021,5,Superou expectativas,2024-07-12
4247,102,19,2021,2,Não muito fresco,2024-07-17
4248,102,12,2022,5,Excelente produto,2024-07-20
4249,102,31,2022,4,Fresco e saboroso,2024-07-19
4250,102,9,2022,1,Produto de baixa qualidade,2024-07-18
4251,102,13,2022,4,Recomendo,2024-07-25
4252,102,24,2024,3,Aceitável,2025-02-19
4253,102,7,2025,3,Aceitável,2024-07-01
4254,102,20,2025,5,Excelente produto,2024-07-09
4255,102,7,2026,1,Chegou estragado,2025-03-02
4256,102,3,2026,4,Fresco e saboroso,2025-02-24
4257,102,35,2026,5,Voltarei a comprar,2025-02-28
4258,102,26,2026,3,Aceitável,2025-03-01
4259,102,32,2027,4,Recomendo,2025-04-24
4260,102,31,2028,1,Produto de baixa qualidade,2024-08-26
4261,102,21,2028,4,Bom produto,2024-08-16
4262,102,7,2028,1,Péssima experiência,2024-08-16
4263,102,32,2028,5,Muito fresco,2024-08-19
4264,102,13,2029,5,Muito fresco,2025-02-15
4265,102,9,2029,3,Produto razoável,2025-02-14
4266,102,25,2030,1,Produto de baixa qualidade,2024-10-09
4267,102,31,2030,5,Voltarei a comprar,2024-10-13
4268,102,35,2031,3,Aceitável,2024-08-03
4269,102,4,2031,3,Atendeu às expectativas,2024-08-07
4270,102,33,2031,4,Bom produto,2024-08-07
4271,102,15,2031,3,Atendeu às expectativas,2024-08-10
4272,102,28,2032,4,Bom produto,2024-09-16
4273,102,5,2032,4,Bom produto,2024-09-11
4274,102,11,2033,4,Recomendo,2025-01-17
4275,102,20,2034,2,Preço alto para a qualidade,2025-04-15
4276,102,8,2035,3,Atendeu às expectativas,2024-09-04
4277,102,20,2037,5,Voltarei a comprar,2024-07-12
4278,102,23,2037,5,Voltarei a comprar,2024-07-15
4279,102,8,2038,3,Qualidade média,2025-02-05
4280,102,24,2038,5,Excelente produto,2025-02-06
4281,102,34,2038,4,Recomendo,2025-02-01
4282,102,2,2038,4,Boa relação custo-benefício,2025-02-13
4283,102,13,2038,2,Preço alto para a qualidade,2025-02-09
4284,102,3,2039,3,Produto razoável,2025-03-17
4285,102,32,2039,1,Chegou estragado,2025-03-23
4286,102,19,2040,1,Não recomendo,2024-08-23
4287,102,22,2040,5,Muito fresco,2024-08-19
4288,103,19,2041,1,Péssima experiência,2024-10-31
4289,103,23,2041,2,Poderia ser melhor,2024-10-22
4290,103,15,2041,5,Voltarei a comprar,2024-10-29
4291,103,26,2041,5,Muito fresco,2024-10-24
4292,103,21,2042,4,Fresco e saboroso,2025-05-07
4293,103,9,2043,5,Superou expectativas,2024-08-25
4294,103,29,2043,5,Muito fresco,2024-08-27
4295,103,1,2043,2,Poderia ser melhor,2024-08-23
4296,103,14,2043,1,Chegou estragado,2024-08-23
4297,103,2,2044,4,Fresco e saboroso,2024-12-12
4298,103,1,2044,4,Bom produto,2024-12-19
4299,103,8,2045,2,Não muito fresco,2024-12-29
4300,103,9,2045,5,Excelente produto,2025-01-01
4301,103,20,2045,3,Atendeu às expectativas,2024-12-28
4302,103,15,2046,5,Voltarei a comprar,2024-11-24
4303,103,18,2046,2,Preço alto para a qualidade,2024-11-25
4304,103,8,2047,1,Não recomendo,2025-01-22
4305,103,18,2048,1,Péssima experiência,2025-02-02
4306,103,7,2048,5,Excelente produto,2025-01-28
4307,103,26,2049,3,Aceitável,2024-10-29
4308,103,4,2049,3,Produto razoável,2024-10-23
4309,103,25,2050,4,Recomendo,2025-02-28
4310,103,3,2050,3,Qualidade média,2025-03-01
4311,103,29,2050,5,Muito fresco,2025-02-28
4312,103,19,2050,4,Recomendo,2025-03-09
4313,103,22,2050,3,Aceitável,2025-03-08
4314,103,34,2051,2,Preço alto para a qualidade,2024-09-23
4315,103,21,2051,2,Preço alto para a qualidade,2024-09-12
4316,103,24,2051,1,Chegou estragado,2024-09-12
4317,103,13,2052,5,Excelente produto,2025-03-12
4318,103,35,2052,2,Abaixo do esperado,2025-03-05
4319,103,31,2052,5,Excelente produto,2025-03-15
4320,103,18,2052,2,Preço alto para a qualidade,2025-03-12
4321,103,19,2053,5,Superou expectativas,2025-03-31
4322,103,5,2053,5,Voltarei a comprar,2025-04-05
4323,103,20,2054,2,Preço alto para a qualidade,2025-04-09
4324,103,34,2055,5,Superou expectativas,2025-01-24
4325,103,11,2055,4,Bom produto,2025-01-29
4326,103,29,2056,2,Não muito fresco,2024-09-28
4327,103,33,2057,4,Bom produto,2025-04-29
4328,103,23,2057,2,Poderia ser melhor,2025-04-26
4329,103,25,2057,3,Qualidade média,2025-04-27
4330,103,22,2058,5,Excelente produto,2024-11-11
4331,103,23,2059,1,Não recomendo,2024-11-10
4332,104,35,2061,1,Chegou estragado,2024-12-26
4333,104,29,2061,5,Excelente produto,2024-12-25
4334,104,11,2062,4,Boa relação custo-benefício,2025-04-04
4335,104,11,2063,3,Qualidade média,2024-07-04
4336,104,7,2063,3,Qualidade média,2024-07-02
4337,104,3,2063,5,Muito fresco,2024-07-01
4338,104,15,2063,2,Preço alto para a qualidade,2024-07-06
4339,104,2,2064,2,Não muito fresco,2024-10-30
